author_id,author,external_author_id,account_type,account_category,new_june_2018,congress_2017_id,in_congress_2017,in_congress_2018
DD_MerR,DD_MerR,2534186192,Koch,Fearmonger,True,,False,True
DealWithWeirdos,DealWithWeirdos,751000000000000000,?,Unknown,False,751353223827578880,True,True
DeannaMoy,DeannaMoy,1648136179,Russian,NonEnglish,True,,False,True
DebbsFarrell,DebbsFarrell,3083592923,Right,RightTroll,False,3083592923,True,True
debesstrs,debesstrs,892000000000000000,Right,RightTroll,False,891946402439352320,True,True
Deborah_Norris_,Deborah_Norris_,2595506265,Right,RightTroll,False,2595506265,True,True
deborrth,deborrth,890000000000000000,Right,RightTroll,False,890488664215756800,True,True
Debra_Stern_,Debra_Stern_,1693655748,Right,RightTroll,False,1693655748,True,True
DeeLockman,DeeLockman,3090497842,Right,RightTroll,True,,False,True
DegtyarDegtyar,DegtyarDegtyar,2528268227,Russian,NonEnglish,False,2528268227,True,True
delfalarus,delfalarus,2433058989,Russian,NonEnglish,True,,False,True
Delinka2014,Delinka2014,2398712972,Russian,NonEnglish,True,,False,True
Del_Mcquarrie,Del_Mcquarrie,2500108285,Right,RightTroll,False,2500108285,True,True
DeloresP00le,DeloresP00le,1687970988,Right,RightTroll,False,1687970988,True,True
delvecchioj1,delvecchioj1,3304193986,?,Unknown,True,,False,True
demenkovaaaa,demenkovaaaa,2532677614,Russian,NonEnglish,True,,False,True
demidovdmitrii,demidovdmitrii,2426235844,Russian,NonEnglish,True,,False,True
den_dzen,den_dzen,2517202191,Russian,NonEnglish,False,2517202191,True,True
denisedennden,denisedennden,1715605633,Koch,Fearmonger,False,1715605633,True,True
Denis_Koleso,Denis_Koleso,2491692239,Russian,NonEnglish,False,2491692239,True,True
denniushak,denniushak,2592716591,Russian,NonEnglish,True,,False,True
Denn_Nikitin,Denn_Nikitin,2577152109,Russian,NonEnglish,False,2577152109,True,True
den_shefran,den_shefran,2410529170,Russian,NonEnglish,False,2410529170,True,True
deon_liew,deon_liew,844000000000000000,?,Unknown,False,843751953431646208,True,True
DerekDerekCl,DerekDerekCl,3081274372,Right,RightTroll,False,3081274372,True,True
DerekkGregory,DerekkGregory,1533799478,Right,RightTroll,False,1533799478,True,True
Der_rickA,Der_rickA,1667054263,left,LeftTroll,False,1667054263,True,True
DesertQueenOh,DesertQueenOh,2534908920,Koch,Fearmonger,True,,False,True
destroymepls,destroymepls,2512975926,Russian,NonEnglish,False,2512975926,True,True
DetroitDailyNew,DetroitDailyNew,2571870453,local,NewsFeed,False,2571870453,True,True
deusXYX,deusXYX,1669574551,Right,RightTroll,False,1669574551,True,True
DevineDevinBr,DevineDevinBr,3084866039,Right,RightTroll,False,3084866039,True,True
Devin_Yat,Devin_Yat,1668700099,Right,RightTroll,False,1668700099,True,True
Devyatkof,Devyatkof,1948904786,Russian,NonEnglish,False,1948904786,True,True
diab0lo,diab0lo,1703317225,Hashtager,HashtagGamer,True,,False,True
DIAMONDSL0VEME,DIAMONDSL0VEME,1649918402,Koch,Fearmonger,False,1649918402,True,True
Diana_17_08,Diana_17_08,2503989365,Russian,NonEnglish,True,,False,True
DickyIrwin,DickyIrwin,2598367019,Hashtager,HashtagGamer,False,2598367019,True,True
dieter_port,dieter_port,751000000000000000,German,NonEnglish,False,751039234727940096,True,True
Diezzz_,Diezzz_,2528444675,Russian,NonEnglish,True,,False,True
digestlj,digestlj,2262049316,Russian,NonEnglish,False,2262049316,True,True
Diman__Dima,Diman__Dima,2267601338,Russian,NonEnglish,False,2267601338,True,True
DimaRoscoe,DimaRoscoe,2536815395,Russian,NonEnglish,False,2536815395,True,True
Di_MC_solov,Di_MC_solov,2409899145,Russian,NonEnglish,False,2409899145,True,True
Dimitri_Lebedev,Dimitri_Lebedev,2430967527,Russian,NonEnglish,True,,False,True
DinaDona69,DinaDona69,2258157799,Russian,NonEnglish,True,,False,True
DingDonParker,DingDonParker,1688556206,Right,RightTroll,True,,False,True
disneyTV_ru,disneyTV_ru,2274439328,Russian,NonEnglish,True,,False,True
DJKatKatKatie,DJKatKatKatie,1683321576,Right,RightTroll,False,1683321576,True,True
djVIbelozerov,djVIbelozerov,2538668691,Russian,NonEnglish,False,2538668691,True,True
DmitreVasiliev,DmitreVasiliev,2534770486,Russian,NonEnglish,False,2534770486,True,True
DmitriBelov12,DmitriBelov12,2545382133,Russian,NonEnglish,False,2545382133,True,True
Dmitriev_IR,Dmitriev_IR,4817682580,Russian,NonEnglish,False,4817682580,True,True
Dmitr_Mironov,Dmitr_Mironov,2234762245,Russian,NonEnglish,False,2234762245,True,True
Dmitro_Gondar,Dmitro_Gondar,1647345536,Russian,NonEnglish,False,1647345536,True,True
DmitrovaLera,DmitrovaLera,2268102919,Russian,NonEnglish,True,,False,True
dmitr_vic,dmitr_vic,2426383929,Russian,NonEnglish,True,,False,True
DneprGoodNews,DneprGoodNews,855000000000000000,Russian,NonEnglish,False,854700231648268288,True,True
Dnt_shoot,Dnt_shoot,3889213402,left,LeftTroll,False,3889213402,True,True
Dobre_deNN,Dobre_deNN,2433644002,Russian,NonEnglish,False,2433644002,True,True
DobriyEgor,DobriyEgor,2796152407,Russian,NonEnglish,True,,False,True
DolgVlad,DolgVlad,2510682335,Russian,NonEnglish,False,2510682335,True,True
dollarovmsk,dollarovmsk,2440226512,Russian,NonEnglish,True,,False,True
dolphinvenus,dolphinvenus,2572319476,Russian,NonEnglish,True,,False,True
DominicValent,DominicValent,2573225349,Hashtager,HashtagGamer,False,2573225349,True,True
dominikkeller22,dominikkeller22,753000000000000000,German,NonEnglish,False,752807918731485184,True,True
domm_clayton,domm_clayton,1649000906,?,Unknown,False,1649000906,True,True
domnicev,domnicev,2429135117,Russian,NonEnglish,True,,False,True
DonaldOuch,DonaldOuch,1617741380,left,LeftTroll,False,1617741380,True,True
DonatelloJack,DonatelloJack,3088937331,Right,RightTroll,False,3088937331,True,True
DonetskNovosti,DonetskNovosti,2997392589,Russian,NonEnglish,True,,False,True
DonnaBRivera,DonnaBRivera,1720117201,Right,RightTroll,False,1720117201,True,True
Donnie_heRo_,Donnie_heRo_,1675091161,Right,RightTroll,False,1675091161,True,True
DonnieLMiller,DonnieLMiller,2537357265,Hashtager,HashtagGamer,False,2537357265,True,True
DonniMusil,DonniMusil,3061193789,Right,RightTroll,False,3061193789,True,True
dontshootcom,dontshootcom,4856706634,left,LeftTroll,False,4856706634,True,True
doraratchet,doraratchet,3088909499,Right,RightTroll,False,3088909499,True,True
Dorocheviz,Dorocheviz,2452970771,Russian,NonEnglish,True,,False,True
DorothieBell,DorothieBell,1833223908,Right,RightTroll,False,1833223908,True,True
dorsor077,dorsor077,2209025676,Russian,NonEnglish,True,,False,True
DorthySharrer,DorthySharrer,3090486131,Koch,Fearmonger,True,,False,True
douggiemaestas,douggiemaestas,3052678741,Right,RightTroll,True,,False,True
doyrando,doyrando,3087300016,Koch,Fearmonger,True,,False,True
DP_Trovsky,DP_Trovsky,2560480534,Russian,NonEnglish,False,2560480534,True,True
dreameraloneme,dreameraloneme,2530487422,Russian,NonEnglish,True,,False,True
dreeeew1huds,dreeeew1huds,1651767578,Right,RightTroll,False,1651767578,True,True
DresdenBote,DresdenBote,804000000000000000,German,NonEnglish,False,804291336052609024,True,True
DrGregoryWest,DrGregoryWest,3071388818,Right,RightTroll,False,3071388818,True,True
DrMichaelGarcia,DrMichaelGarcia,1859674386,left,LeftTroll,False,1859674386,True,True
drobotovaZ,drobotovaZ,1933927273,Russian,NonEnglish,True,,False,True
DrobYosya,DrobYosya,852000000000000000,Russian,NonEnglish,False,852455155366809600,True,True
DuboseBeLike,DuboseBeLike,1654958893,?,Unknown,True,,False,True
DuesseldorfBote,DuesseldorfBote,853000000000000000,German,NonEnglish,False,852573014411575296,True,True
dumbtadumb,dumbtadumb,2547491938,Russian,NonEnglish,True,,False,True
DumovaElvira,DumovaElvira,2245007149,Russian,NonEnglish,True,,False,True
dunnowhowannabe,dunnowhowannabe,1517327390,Right,RightTroll,True,,False,True
DuraDurnova,DuraDurnova,2586827056,Russian,NonEnglish,True,,False,True
durtytulip,durtytulip,1713887731,Russian,NonEnglish,True,,False,True
DustinCoool,DustinCoool,1663062360,Koch,Fearmonger,False,1663062360,True,True
dutisite,dutisite,1867781006,Right,RightTroll,True,,False,True
duuuuuuuuuk,duuuuuuuuuk,2559822741,Russian,NonEnglish,True,,False,True
DwightB0nd,DwightB0nd,1652422783,Koch,Fearmonger,False,1652422783,True,True
dyatloffpinatel,dyatloffpinatel,2407661241,Russian,NonEnglish,True,,False,True
dybaigwen,dybaigwen,3074401477,Koch,Fearmonger,False,3074401477,True,True
DzhabirZahab,DzhabirZahab,2237366598,Russian,NonEnglish,True,,False,True
EAECtoday,EAECtoday,2574586915,Russian,NonEnglish,False,2574586915,True,True
ealaddins,ealaddins,4590610179,Arabic,NonEnglish,False,4590610179,True,True
EazoN_Trap,EazoN_Trap,2524888962,Koch,Fearmonger,False,2524888962,True,True
ebeckCoble,ebeckCoble,2417244011,Russian,NonEnglish,True,,False,True
eblashevo,eblashevo,2433050909,Russian,NonEnglish,True,,False,True
echoparadnoy,echoparadnoy,913000000000000000,Russian,NonEnglish,False,913039774260350976,True,True
EddieAlonz0,EddieAlonz0,1618776518,Right,RightTroll,False,1618776518,True,True
edenisyy,edenisyy,2419190008,Russian,NonEnglish,False,2419190008,True,True
EdleyImogene,EdleyImogene,3072495397,Right,RightTroll,False,3072495397,True,True
EdmundC0oke,EdmundC0oke,1661275710,Right,RightTroll,False,1661275710,True,True
EdmundRJr,EdmundRJr,1701582961,left,LeftTroll,False,1701582961,True,True
EdwardBRoberts,EdwardBRoberts,1719540354,Right,RightTroll,False,1719540354,True,True
ed_wa_rdd,ed_wa_rdd,1947507199,Russian,NonEnglish,True,,False,True
edyardserg,edyardserg,733741514,Russian,NonEnglish,True,,False,True
EffyCavin,EffyCavin,2467974585,Russian,NonEnglish,True,,False,True
Egermans,Egermans,457062371,Russian,NonEnglish,True,,False,True
EgorBaranovv,EgorBaranovv,2433660382,Russian,NonEnglish,False,2433660382,True,True
EgorButen,EgorButen,852000000000000000,Russian,NonEnglish,False,852449481798942720,True,True
Egor_Glumov_,Egor_Glumov_,2417329901,Russian,NonEnglish,False,2417329901,True,True
egor_lololo,egor_lololo,2248404972,Russian,NonEnglish,False,2248404972,True,True
egorovalekss,egorovalekss,2256702913,Russian,NonEnglish,True,,False,True
egorov_dimc,egorov_dimc,2258451828,Russian,NonEnglish,False,2258451828,True,True
Egorovgranigine,Egorovgranigine,2786444454,Russian,NonEnglish,False,2786444454,True,True
egorovsdesign,egorovsdesign,2316511905,Russian,NonEnglish,True,,False,True
Egorsaev,Egorsaev,2560113004,Russian,NonEnglish,False,2560113004,True,True
Egorusshka,Egorusshka,2409973432,Russian,NonEnglish,True,,False,True
ehermann66,ehermann66,753000000000000000,German,NonEnglish,False,752866970480115712,True,True
EInsoll,EInsoll,1708354368,Russian,NonEnglish,True,,False,True
EissyT56T,EissyT56T,870000000000000000,Right,RightTroll,False,870497148365754368,True,True
ekaterina_frol,ekaterina_frol,3091233215,Russian,NonEnglish,False,3091233215,True,True
Elbertboom,Elbertboom,1693122847,?,Unknown,False,1693122847,True,True
ElenKolmogorova,ElenKolmogorova,2524019950,Russian,NonEnglish,True,,False,True
ElenSomova,ElenSomova,2544795443,Russian,NonEnglish,True,,False,True
ELEVEN_GOP,ELEVEN_GOP,4218156466,Right,RightTroll,False,4218156466,True,True
ElianLindsey,ElianLindsey,1785315740,Hashtager,HashtagGamer,True,,False,True
EliasAkaParker,EliasAkaParker,1615059818,?,Unknown,False,1615059818,True,True
EliasBrick,EliasBrick,1665377383,left,LeftTroll,False,1665377383,True,True
elinsstr,elinsstr,892000000000000000,Right,RightTroll,False,891958721999458304,True,True
elisaagreg,elisaagreg,1725733932,Right,RightTroll,False,1725733932,True,True
eliseeva_tan,eliseeva_tan,814000000000000000,Russian,NonEnglish,False,814082062907011072,True,True
elithkury,elithkury,4438743076,German,NonEnglish,False,4438743076,True,True
Elizaveta_bolda,Elizaveta_bolda,2503475524,Russian,NonEnglish,True,,False,True
elizeestr,elizeestr,892000000000000000,Right,RightTroll,False,891963666828021760,True,True
ellastrs,ellastrs,892000000000000000,Right,RightTroll,False,891968787758456832,True,True
EllaWonderGirl,EllaWonderGirl,1659406550,Right,RightTroll,False,1659406550,True,True
ElleonoraAgeeva,ElleonoraAgeeva,2190017534,Russian,NonEnglish,True,,False,True
EllisHarm0n,EllisHarm0n,1657021783,Hashtager,HashtagGamer,False,1657021783,True,True
ellissTrT,ellissTrT,889000000000000000,Right,RightTroll,False,888751808235098112,True,True
Elma_Elmama,Elma_Elmama,2493731922,Right,RightTroll,False,2493731922,True,True
elmerwaynee,elmerwaynee,2488774873,Koch,Fearmonger,False,2488774873,True,True
Elnoxel,Elnoxel,774812520,Russian,NonEnglish,True,,False,True
ElPasoTopNews,ElPasoTopNews,2537507303,local,NewsFeed,False,2537507303,True,True
emelddtrs,emelddtrs,892000000000000000,Right,RightTroll,False,891973383159599104,True,True
EmileeWaren,EmileeWaren,1676481360,Right,RightTroll,False,1676481360,True,True
emilllysTru,emilllysTru,889000000000000000,Right,RightTroll,False,888544129675821056,True,True
EmilyLounge,EmilyLounge,2428236382,Russian,NonEnglish,True,,False,True
emmaBahval,emmaBahval,2261699048,Russian,NonEnglish,True,,False,True
Emma_Fssxx,Emma_Fssxx,1661240948,Right,RightTroll,False,1661240948,True,True
emmajackt,emmajackt,891000000000000000,Right,RightTroll,False,891255684091740160,True,True
emma_kvn,emma_kvn,2262297098,Russian,NonEnglish,False,2262297098,True,True
EmmettMth,EmmettMth,1653442950,Right,RightTroll,False,1653442950,True,True
EmmyBambi,EmmyBambi,4406955143,German,NonEnglish,False,4406955143,True,True
EpishinaKate,EpishinaKate,2525516439,Russian,NonEnglish,True,,False,True
ErastovArthur,ErastovArthur,2410921047,Russian,NonEnglish,True,,False,True
Erdollum666,Erdollum666,813000000000000000,German,NonEnglish,False,813271184271962112,True,True
erdollum,erdollum,723000000000000000,German,NonEnglish,False,723434980177633280,True,True
Eremeev_Oleg_,Eremeev_Oleg_,904000000000000000,Russian,NonEnglish,False,904332589846188032,True,True
EreminKiryusha,EreminKiryusha,3081252508,Russian,NonEnglish,False,3081252508,True,True
ericaandssn,ericaandssn,868000000000000000,?,Unknown,False,867823558293987328,True,True
EricaRutter,EricaRutter,2540611879,Hashtager,HashtagGamer,False,2540611879,True,True
ericbeberg,ericbeberg,4479912569,German,NonEnglish,False,4479912569,True,True
erichummell,erichummell,726074000000000000,German,NonEnglish,True,,False,True
erickwaltt,erickwaltt,1531472046,Hashtager,HashtagGamer,False,1531472046,True,True
erikadixonlove,erikadixonlove,753000000000000000,left,LeftTroll,False,752668829856268288,True,True
Ermashova90,Ermashova90,2218356331,Russian,NonEnglish,True,,False,True
ErnaShephard,ErnaShephard,3076080998,?,Unknown,True,,False,True
ernestineealvar,ernestineealvar,1651119014,left,LeftTroll,False,1651119014,True,True
ErofeenkoAnton,ErofeenkoAnton,2528293132,Russian,NonEnglish,False,2528293132,True,True
erohova_K,erohova_K,2241496393,Russian,NonEnglish,True,,False,True
ErovinKolorad,ErovinKolorad,1648127630,Russian,NonEnglish,True,,False,True
ErRivvvvers,ErRivvvvers,1662453998,left,LeftTroll,False,1662453998,True,True
ErtmanGreta,ErtmanGreta,3074290111,Right,RightTroll,False,3074290111,True,True
Ervin_Alford,Ervin_Alford,1690411986,Hashtager,HashtagGamer,False,1690411986,True,True
esayl_inin,esayl_inin,2425015673,Russian,NonEnglish,False,2425015673,True,True
EssieBailey_,EssieBailey_,1670782291,?,Unknown,True,,False,True
essyKrac,essyKrac,2417019587,Russian,NonEnglish,True,,False,True
esterbriang,esterbriang,2534200842,Koch,Fearmonger,False,2534200842,True,True
etomoyoimya,etomoyoimya,3092370509,Russian,NonEnglish,False,3092370509,True,True
ETOYAGRISHA,ETOYAGRISHA,2435947990,Russian,NonEnglish,True,,False,True
Etta_Jhns,Etta_Jhns,1657044541,?,Unknown,False,1657044541,True,True
EugeneLlll,EugeneLlll,2587125654,Russian,NonEnglish,True,,False,True
EugnBalyasin,EugnBalyasin,1673166168,Russian,NonEnglish,False,1673166168,True,True
EurynMccolley,EurynMccolley,2500386798,Hashtager,HashtagGamer,False,2500386798,True,True
EvaGreen69,EvaGreen69,2533653547,Right,RightTroll,False,2533653547,True,True
evannghartr,evannghartr,891000000000000000,Right,RightTroll,False,891267290607607808,True,True
EvannMosss,EvannMosss,1864532138,Right,RightTroll,False,1864532138,True,True
EvanNotMcgregor,EvanNotMcgregor,1654750140,Koch,Fearmonger,False,1654750140,True,True
Evans_Tab,Evans_Tab,1708130804,Right,RightTroll,True,,False,True
evassltrT,evassltrT,889000000000000000,Right,RightTroll,False,888658990825132032,True,True
EvBowman,EvBowman,1618091364,Right,RightTroll,False,1618091364,True,True
evegreene88,evegreene88,865000000000000000,left,LeftTroll,False,864891079841153024,True,True
evelynshall,evelynshall,2532792822,?,Unknown,False,2532792822,True,True
everIIast,everIIast,1647526190,Russian,NonEnglish,True,,False,True
EverydayHokku,EverydayHokku,944543000000000000,Russian,NonEnglish,True,,False,True
EveWebster373,EveWebster373,1707253939,Right,RightTroll,False,1707253939,True,True
Evgen_Bbb,Evgen_Bbb,2455184153,Russian,NonEnglish,False,2455184153,True,True
EvgeniiNikon,EvgeniiNikon,2564356483,Russian,NonEnglish,False,2564356483,True,True
evgenishenko,evgenishenko,2492578433,Russian,NonEnglish,False,2492578433,True,True
evgeniyymirosh1,evgeniyymirosh1,3091250327,Russian,NonEnglish,False,3091250327,True,True
EvgeniyyVorobev,EvgeniyyVorobev,3079673741,Russian,NonEnglish,False,3079673741,True,True
EvgenPaper,EvgenPaper,2416138409,Russian,NonEnglish,False,2416138409,True,True
EvtushenkoMixei,EvtushenkoMixei,2543471073,Russian,NonEnglish,False,2543471073,True,True
ewyoplay,ewyoplay,2397190684,Russian,NonEnglish,True,,False,True
ExQuote1964340318,ExQuote,1964340318,Commercial,Commercial,True,,False,True
ExQuote3272640600,ExQuote,3272640600,Commercial,Commercial,True,,False,True
FaceMeChase,FaceMeChase,1690599116,Right,RightTroll,False,1690599116,True,True
FairyMinky,FairyMinky,3099024923,Koch,Fearmonger,True,,False,True
FakeVideo17,FakeVideo17,881071000000000000,?,Unknown,True,,False,True
FameOnYouBitch,FameOnYouBitch,2623735761,Hashtager,HashtagGamer,True,,False,True
FannieBradley88,FannieBradley88,2733765591,Koch,Fearmonger,False,2733765591,True,True
FarisMahmoud22,FarisMahmoud22,1710096810,Russian,NonEnglish,True,,False,True
fastlive_5,fastlive_5,2257531735,Russian,NonEnglish,True,,False,True
Fedor_Belovodov,Fedor_Belovodov,2422681625,Russian,NonEnglish,True,,False,True
FedorKriuchkov,FedorKriuchkov,2525796153,Russian,NonEnglish,False,2525796153,True,True
FedotovaRoza,FedotovaRoza,2571536740,Russian,NonEnglish,False,2571536740,True,True
FedotovVas,FedotovVas,2256180673,Russian,NonEnglish,False,2256180673,True,True
FeellMore,FeellMore,2583298386,Russian,NonEnglish,False,2583298386,True,True
FEYMiira,FEYMiira,2259604142,Russian,NonEnglish,True,,False,True
feyylogayylo,feyylogayylo,3123282873,Russian,NonEnglish,False,3123282873,True,True
ffardd,ffardd,2401587185,Russian,NonEnglish,True,,False,True
f_hankard,f_hankard,2541423774,?,Unknown,False,2541423774,True,True
FhilPril,FhilPril,2560513541,Russian,NonEnglish,False,2560513541,True,True
FightClubLegion,FightClubLegion,818000000000000000,Uzbek,NonEnglish,False,818152535617916928,True,True
FightConstanta,FightConstanta,2597721258,Russian,NonEnglish,True,,False,True
FightM_D_B,FightM_D_B,1645969141,left,LeftTroll,False,1645969141,True,True
FightToResist,FightToResist,912424000000000000,left,LeftTroll,True,,False,True
Filatovalechosl,Filatovalechosl,2785702231,Russian,NonEnglish,False,2785702231,True,True
FilinLeonid,FilinLeonid,2236241492,Russian,NonEnglish,False,2236241492,True,True
FilippGrigor,FilippGrigor,2259566653,Russian,NonEnglish,True,,False,True
FindDiet3254273689,FindDiet,3254273689,Commercial,Commercial,True,,False,True
FindDietNone,FindDiet,,Commercial,Commercial,True,,False,True
finley1589,finley1589,2606301939,Right,RightTroll,False,2606301939,True,True
FinnaGlo,FinnaGlo,1663583694,left,LeftTroll,False,1663583694,True,True
Fiona__Ona,Fiona__Ona,2260238185,Russian,NonEnglish,True,,False,True
fischermaria933,fischermaria933,753000000000000000,German,NonEnglish,False,752863577770455040,True,True
fishalexanderr,fishalexanderr,753000000000000000,German,NonEnglish,False,752890250175873024,True,True
FisherrrCaleb,FisherrrCaleb,1653391176,Right,RightTroll,False,1653391176,True,True
FlagFlanagan,FlagFlanagan,867000000000000000,?,Unknown,False,866604387107569664,True,True
FlissFlowers,FlissFlowers,1649779795,?,Unknown,False,1649779795,True,True
FloydSwenson555,FloydSwenson555,3075976226,Koch,Fearmonger,False,3075976226,True,True
Fominaiminilge1,Fominaiminilge1,2790118424,Russian,NonEnglish,False,2790118424,True,True
ForceOfLiberty,ForceOfLiberty,4209374374,Right,RightTroll,False,4209374374,True,True
Forumstrategov,Forumstrategov,200028346,Russian,NonEnglish,False,200028346,True,True
forumstrategy,forumstrategy,921340000000000000,Russian,NonEnglish,True,,False,True
FrancescaDiam,FrancescaDiam,3071619890,Right,RightTroll,False,3071619890,True,True
FrancescaVand,FrancescaVand,3088338285,Koch,Fearmonger,True,,False,True
FrancLanderos,FrancLanderos,1673129346,Hashtager,HashtagGamer,True,,False,True
FrankfurtBote,FrankfurtBote,804000000000000000,German,NonEnglish,False,804288093146714112,True,True
frannervia,frannervia,839000000000000000,Italian,NonEnglish,False,838758848303349760,True,True
fredythecreator,fredythecreator,1651153304,Koch,Fearmonger,False,1651153304,True,True
FreeDiscuss,FreeDiscuss,3241517419,Right,RightTroll,False,3241517419,True,True
FreeJeromeSmith,FreeJeromeSmith,781000000000000000,left,LeftTroll,False,780936015959756800,True,True
Freida_Hw,Freida_Hw,1861149541,left,LeftTroll,True,,False,True
fremonthenriI,fremonthenriI,838000000000000000,French,NonEnglish,False,837649872056532992,True,True
friedadaisy,friedadaisy,1861182402,Right,RightTroll,True,,False,True
FrolDaria,FrolDaria,2485703710,Russian,NonEnglish,True,,False,True
FrolFrolDi,FrolFrolDi,2241472909,Russian,NonEnglish,False,2241472909,True,True
fukkkkherr,fukkkkherr,1682377604,Right,RightTroll,False,1682377604,True,True
funat1c,funat1c,2579755271,Hashtager,HashtagGamer,True,,False,True
FundDiet,FundDiet,3252787160,Commercial,Commercial,True,,False,True
Funky_KaY1,Funky_KaY1,1648099592,Right,RightTroll,False,1648099592,True,True
fuuncake,fuuncake,2745640337,?,Unknown,False,2745640337,True,True
Gab1Aldana,Gab1Aldana,1674083671,Hashtager,HashtagGamer,False,1674083671,True,True
Gab_Artea_G,Gab_Artea_G,2541244964,Koch,Fearmonger,False,2541244964,True,True
GabiJensen91,GabiJensen91,2525727181,Koch,Fearmonger,True,,False,True
Gabrielitaa7x,Gabrielitaa7x,868000000000000000,Spanish,NonEnglish,False,868101545153396736,True,True
gabriellafaltz,gabriellafaltz,749891000000000000,German,NonEnglish,True,,False,True
gagysokefuv,gagysokefuv,3091664265,Koch,Fearmonger,True,,False,True
G__Aharon,G__Aharon,1527188154,Right,RightTroll,False,1527188154,True,True
galentinivakin,galentinivakin,3094332968,Russian,NonEnglish,False,3094332968,True,True
galina_fr,galina_fr,2239037713,Russian,NonEnglish,True,,False,True
GallowayEliana,GallowayEliana,1504356343,left,LeftTroll,False,1504356343,True,True
gallynaa,gallynaa,2258490860,Russian,NonEnglish,False,2258490860,True,True
garik999999,garik999999,2428991583,Russian,NonEnglish,True,,False,True
Garret_Candice,Garret_Candice,1532336491,Right,RightTroll,True,,False,True
garrettheshadow,garrettheshadow,867000000000000000,Right,RightTroll,False,866609239552405504,True,True
GarrettSimpson_,GarrettSimpson_,1660771422,Right,RightTroll,False,1660771422,True,True
Garr_V_,Garr_V_,2522896701,Russian,NonEnglish,False,2522896701,True,True
GasolineBecker,GasolineBecker,868000000000000000,Right,RightTroll,False,867758522968223744,True,True
GattiSilgatti,GattiSilgatti,839000000000000000,Italian,NonEnglish,False,838746004094660608,True,True
gavriilzaharov,gavriilzaharov,2274917514,Russian,NonEnglish,False,2274917514,True,True
gavrilova1love,gavrilova1love,1929918234,Russian,NonEnglish,True,,False,True
gavrushamsk,gavrushamsk,1924988426,Russian,NonEnglish,False,1924988426,True,True
GayleHappyMom,GayleHappyMom,1618361292,Right,RightTroll,False,1618361292,True,True
gecnot,gecnot,2426846709,Russian,NonEnglish,True,,False,True
Gelenvag,Gelenvag,771982164,Russian,NonEnglish,True,,False,True
GenaBabkin,GenaBabkin,2426646022,Russian,NonEnglish,True,,False,True
Genadiy_Alex,Genadiy_Alex,551672386,Russian,NonEnglish,True,,False,True
geomakss123,geomakss123,3236008569,Russian,NonEnglish,False,3236008569,True,True
GeoreviewEurope,GeoreviewEurope,757000000000000000,Right,RightTroll,False,756553776291540992,True,True
GeoRGe_BeNTLey_,GeoRGe_BeNTLey_,1694754948,Right,RightTroll,False,1694754948,True,True
GeorgiiBavin,GeorgiiBavin,2543367100,Russian,NonEnglish,False,2543367100,True,True
georgiostr,georgiostr,500218931,Russian,NonEnglish,True,,False,True
gepadikulaxe,gepadikulaxe,2534165383,Koch,Fearmonger,True,,False,True
GeraVareev,GeraVareev,2400066623,Russian,NonEnglish,False,2400066623,True,True
GermanBorovko,GermanBorovko,2427682949,Russian,NonEnglish,True,,False,True
Gerty_Hawa,Gerty_Hawa,3073487396,Koch,Fearmonger,True,,False,True
geviwsektor,geviwsektor,471862555,Russian,NonEnglish,True,,False,True
gffgfsfgfsdffjj,gffgfsfgfsdffjj,2528799640,Russian,NonEnglish,False,2528799640,True,True
GGazarjn,GGazarjn,737536094,Russian,NonEnglish,True,,False,True
gg_bates,gg_bates,4447576895,German,NonEnglish,False,4447576895,True,True
Gibbs_Jeremy_,Gibbs_Jeremy_,2583079101,Right,RightTroll,False,2583079101,True,True
ginnaginnaa,ginnaginnaa,1694378407,Right,RightTroll,False,1694378407,True,True
Giovanna__Moret,Giovanna__Moret,838729000000000000,Italian,NonEnglish,True,,False,True
GirshVasilisa,GirshVasilisa,2501533421,Russian,NonEnglish,True,,False,True
GladAdila,GladAdila,3092630405,Koch,Fearmonger,True,,False,True
glava39,glava39,3389796917,Russian,NonEnglish,True,,False,True
GlebNikon,GlebNikon,2575046530,Russian,NonEnglish,False,2575046530,True,True
GlebushkaGleb,GlebushkaGleb,735420294,Russian,NonEnglish,False,,False,True
Gleb_xleb_,Gleb_xleb_,2530897583,Russian,NonEnglish,False,2530897583,True,True
GlennHarper_,GlennHarper_,1680848678,Right,RightTroll,False,1680848678,True,True
GlobalFoe,GlobalFoe,4444330996,left,LeftTroll,False,4444330996,True,True
gloed_up,gloed_up,2861691030,left,LeftTroll,False,3312143142,True,True
glotovanna,glotovanna,2233614560,Russian,NonEnglish,True,,False,True
glotovgleb,glotovgleb,2258612881,Russian,NonEnglish,True,,False,True
Gl_Workman,Gl_Workman,2534425886,?,Unknown,False,2534425886,True,True
GOAOLL,GOAOLL,1966460718,Russian,NonEnglish,False,1966460718,True,True
GODh8sBIGOTS,GODh8sBIGOTS,731000000000000000,left,LeftTroll,False,730778431202287616,True,True
GollDor,GollDor,1223805462,Russian,NonEnglish,True,,False,True
golodova_darian,golodova_darian,2447740401,Russian,NonEnglish,True,,False,True
golosovalena,golosovalena,1961616968,Russian,NonEnglish,True,,False,True
GoodSPB_lj,GoodSPB_lj,756000000000000000,Russian,NonEnglish,False,756434963948503040,True,True
