author_id,language,tweet_count
CassieWeltch,Malay,1
cassishere,English,5626
cassishere,Catalan,3
cassishere,Farsi (Persian),3
cassishere,Czech,1
cassishere,Romanian,10
cassishere,Arabic,6
cassishere,Spanish,11
cassishere,Swedish,1
cassishere,Indonesian,1
cassishere,Italian,4
cassishere,Dutch,2
cassishere,Estonian,2
cassishere,Pushto,2
cassishere,Slovak,1
cassishere,Croatian,1
cassishere,Norwegian,1
cassishere,French,3
cassishere,Malay,1
cassishere,Urdu,1
cassishere,Icelandic,1
cassishere,Albanian,1
cassishere,German,1
cassishere,Portuguese,1
CassondraTrude1,English,21
CassondraTrude1,Japanese,2
CassondraTrude1,Turkish,2
CatelineWatkins,English,1458
CatelineWatkins,Norwegian,4
CatelineWatkins,Romanian,2
CatelineWatkins,Icelandic,1
CatelineWatkins,Estonian,2
CatelineWatkins,Albanian,1
CatelineWatkins,Finnish,1
CatelineWatkins,Italian,4
CatelineWatkins,German,2
CatelineWatkins,Malay,1
CatelineWatkins,Arabic,3
CatelineWatkins,Vietnamese,1
CatelineWatkins,French,1
CatelineWatkins,Dutch,1
CatherineCalls,English,143
CatherineCalls,Russian,1
CatherineCalls,French,1
CatherineCalls,Catalan,1
CatKelley_,English,36
cattsadstr,English,1172
cattsadstr,Spanish,3
cattsadstr,Dutch,1
cdavisa20,English,3
ceciiistaTS,English,2672
ceciiistaTS,Arabic,1
ceciiistaTS,Spanish,2
ceciiistaTS,Norwegian,1
CecilDukes,English,27
Cecil_Hays,English,84
Cecil_Hays,Arabic,1
Cecil_Hays,Italian,1
celiissgons,English,1293
celiissgons,Arabic,1
cellestins,English,2637
cellestins,Arabic,1
cellestins,Spanish,2
cellestins,Norwegian,1
cellsstitr,English,4076
cellsstitr,Turkish,1
cellsstitr,Lithuanian,1
cellsstitr,Uzbek,1
cellsstitr,Albanian,2
cellsstitr,Croatian,1
cellsstitr,Farsi (Persian),1
cellsstitr,Catalan,1
cellsstitr,Spanish,1
cellsstitr,Norwegian,1
cellsstitr,Dutch,1
cellsstitr,Icelandic,1
cellsstitr,Finnish,1
CH1Esther,English,49
chaasntr,English,8331
chaasntr,Italian,6
chaasntr,Lithuanian,1
chaasntr,Dutch,2
chaasntr,Farsi (Persian),1
chaasntr,Urdu,1
chaasntr,Spanish,3
chaasntr,Vietnamese,1
chaasntr,Arabic,1
ChadSloyer,English,5236
ChadSloyer,Dutch,2
ChadSloyer,Somali,1
ChadSloyer,French,5
ChadSloyer,Catalan,2
ChadSloyer,Arabic,2
ChadSloyer,Spanish,4
ChadSloyer,Icelandic,2
ChadSloyer,Portuguese,2
ChadSloyer,Croatian,1
ChadSloyer,Norwegian,2
ChadSloyer,Pushto,1
ChadSloyer,Italian,1
ChadSloyer,Estonian,1
ChadSloyer,Albanian,1
chamomila7,Russian,872
chamomila7,Ukrainian,65
chamomila7,Arabic,1
chamomila7,Serbian,15
chamomila7,Bulgarian,12
chamomila7,Macedonian,8
chamomila7,English,3
chamomila7,Uzbek,4
ChaNeutral,English,122
chantalrobilla,French,20
chantalrobilla,LANGUAGE UNDEFINED,1
chantalrobilla,English,1
Charlene_Timmo,English,48
Charlene_Timmo,Dutch,1
CharlesDailey87,English,11
CharlesDailey87,Pushto,1
CharlesJHarper,English,2531
CharlesJHarper,Lithuanian,3
CharlesJHarper,Icelandic,3
CharlesJHarper,Somali,1
CharlesJHarper,Norwegian,7
CharlesJHarper,Dutch,1
CharlesJHarper,Italian,3
CharlesJHarper,Estonian,3
CharlesJHarper,French,2
CharlesJHarper,German,6
CharlesJHarper,Danish,1
CharlesJHarper,Finnish,2
CharlesJHarper,Romanian,6
CharlesJHarper,Arabic,3
CharlesJHarper,Farsi (Persian),5
CharlesJHarper,Pushto,1
CharlesJHarper,Croatian,1
CharlesJHarper,Catalan,1
CharlesJHarper,Spanish,5
CharlesJHarper,Malay,1
CharlesJHarper,Kurdish,1
CharlesJHarper,Polish,2
CharlesJHarper,Swedish,1
CharlesJHarper,Vietnamese,2
CharlesRespeck,English,178
CharlesRespeck,Arabic,1
CharlesRespeck,Turkish,1
charmant_anis,Russian,907
charmant_anis,Uzbek,7
charmant_anis,Ukrainian,71
charmant_anis,Serbian,11
charmant_anis,Bulgarian,8
charmant_anis,Macedonian,7
charmant_anis,English,1
charmeesTRS,English,2653
charmeesTRS,Arabic,1
charmeesTRS,Spanish,2
charmeesTRS,Norwegian,1
charrisstr,English,1107
charrisstr,Norwegian,1
charrisstr,Italian,1
charrisstr,Spanish,1
chayka_chelsey,LANGUAGE UNDEFINED,1
chayka_chelsey,English,6
ChebAminullah,English,3
ChebAminullah,Arabic,14
cheelsyJoTRs,English,2680
cheelsyJoTRs,Arabic,1
cheelsyJoTRs,Spanish,2
cheelsyJoTRs,Norwegian,1
Cheese_Monay,English,95
chelssjohnT,English,1171
chelssjohnT,Spanish,2
CheongMai,English,9
ChernenkoNikola,English,290
ChernenkoNikola,Russian,1262
ChernenkoNikola,Ukrainian,66
ChernenkoNikola,Dutch,1
ChernenkoNikola,Serbian,11
ChernenkoNikola,Spanish,5
ChernenkoNikola,German,2
ChernenkoNikola,Arabic,2
ChernenkoNikola,Macedonian,13
ChernenkoNikola,Uzbek,24
ChernenkoNikola,Bulgarian,19
ChernenkoNikola,Italian,4
ChernenkoNikola,Polish,1
ChernenkoNikola,Vietnamese,1
ChernenkoNikola,Portuguese,1
cherrycherylfin,English,8
cherrycherylfin,Catalan,1
chertorizsky,Russian,11
ChesPlaysChess,English,18970
ChesPlaysChess,French,55
ChesPlaysChess,German,14
ChesPlaysChess,Japanese,10
ChesPlaysChess,Slovenian,3
ChesPlaysChess,Dutch,25
ChesPlaysChess,Portuguese,1
ChesPlaysChess,Italian,28
ChesPlaysChess,Norwegian,8
ChesPlaysChess,Croatian,3
ChesPlaysChess,Spanish,41
ChesPlaysChess,Korean,2
ChesPlaysChess,Turkish,1
ChesPlaysChess,Tagalog (Filipino),2
ChesPlaysChess,Romanian,8
ChesPlaysChess,Somali,1
ChesPlaysChess,Latvian,3
ChesPlaysChess,Pushto,6
ChesPlaysChess,Farsi (Persian),6
ChesPlaysChess,Czech,2
ChesPlaysChess,Uzbek,5
ChesPlaysChess,Arabic,2
ChesPlaysChess,Catalan,4
ChesPlaysChess,Urdu,1
ChesPlaysChess,Malay,1
ChesPlaysChess,Vietnamese,1
ChesPlaysChess,Indonesian,1
ChesPlaysChess,Estonian,4
ChesPlaysChess,Albanian,3
ChesPlaysChess,Ukrainian,3
ChesPlaysChess,Russian,2
ChesterCityNews,English,336
ChesterCityNews,LANGUAGE UNDEFINED,1
Cheyenne_Eng,German,1
Cheyenne_Eng,English,31
Cheyenne_Eng,French,3
Cheyenne_Eng,Dutch,2
chholesssTr,English,6
ChicagoBl,English,386
ChicagoBl,Farsi (Persian),1
ChicagoDailyNew,English,22200
ChicagoDailyNew,French,5
ChicagoDailyNew,Dutch,2
ChicagoDailyNew,Spanish,6
ChicagoDailyNew,Vietnamese,3
ChicagoDailyNew,Uzbek,1
ChicagoDailyNew,Finnish,2
ChicagoDailyNew,Romanian,4
ChicagoDailyNew,Russian,2
ChicagoDailyNew,Norwegian,2
ChicagoDailyNew,Italian,6
ChicagoDailyNew,Arabic,1
ChicagoDailyNew,Albanian,1
ChicagoDailyNew,German,1
ChilOutAndLeave,English,13
chirrismogui,English,2674
chirrismogui,Arabic,1
chirrismogui,Spanish,2
chirrismogui,Norwegian,1
chirrmorRE,English,2667
chirrmorRE,Arabic,1
chirrmorRE,Spanish,2
chirrmorRE,Norwegian,1
chistisssT,English,3
chistpost,Bulgarian,16
chistpost,Ukrainian,12
chistpost,Russian,50
chistpost,Serbian,1
chistpost,Macedonian,1
chistpost,English,2
chistpost,Romanian,1
chocomayonnaise,Russian,452
chocomayonnaise,Serbian,8
chocomayonnaise,Bulgarian,5
chocomayonnaise,Uzbek,7
chocomayonnaise,Ukrainian,29
chocomayonnaise,English,1
chocomayonnaise,Macedonian,4
choco_smell2000,Russian,1072
choco_smell2000,Macedonian,10
choco_smell2000,Ukrainian,77
choco_smell2000,Serbian,11
choco_smell2000,Bulgarian,13
choco_smell2000,German,1
choco_smell2000,Uzbek,11
choco_smell2000,English,1
choco_smells,Russian,1075
choco_smells,Ukrainian,66
choco_smells,Bulgarian,11
choco_smells,Serbian,10
choco_smells,Macedonian,6
choco_smells,Uzbek,11
choco_smells,English,1
chrisafonaseva,Russian,19
ChrisChrisChCh,English,38
ChrisChrisChCh,Arabic,1
chrisheywai,German,73
chrisheywai,English,4
chrisheywai,Romanian,1
ChristinaCrisss,English,207
ChristinaCrisss,Finnish,1
christinapool61,German,343
christinapool61,Swedish,2
christinapool61,English,5
christinapool61,Polish,1
christinapool61,French,1
chrisuport_port,German,3222
chrisuport_port,Norwegian,25
chrisuport_port,English,73
chrisuport_port,Turkish,9
chrisuport_port,Finnish,3
chrisuport_port,Swedish,10
chrisuport_port,French,5
chrisuport_port,Arabic,7
chrisuport_port,Estonian,2
chrisuport_port,Polish,1
chrisuport_port,Italian,1
chrisuport_port,Portuguese,3
chrisuport_port,Dutch,4
chrisuport_port,Slovenian,1
chrisuport_port,Romanian,1
chrisuport_port,Slovak,1
Chris_Sharp_II,English,7
chris_sis_sis,English,39
chris_sis_sis,Italian,1
chris_sis_sis,Arabic,1
Chris_Solo_rio,English,74
ChrixChase,English,2741
ChrixChase,Russian,1
ChrixChase,Spanish,2
ChrixChase,Lithuanian,1
ChrixChase,Estonian,5
ChrixChase,Norwegian,7
ChrixChase,Tagalog (Filipino),2
ChrixChase,Farsi (Persian),7
ChrixChase,Icelandic,3
ChrixChase,Italian,9
ChrixChase,Kurdish,1
ChrixChase,Romanian,4
ChrixChase,German,2
ChrixChase,French,4
ChrixChase,Uzbek,1
ChrixChase,Latvian,1
ChrixChase,Albanian,3
ChrixChase,Slovak,1
ChrixChase,Malay,1
ChrixChase,Swedish,1
ChrixChase,Arabic,2
ChrixChase,Serbian,1
ChrixChase,Vietnamese,1
ChrixChase,Dutch,1
ChrixMorgan,English,14450
ChrixMorgan,Spanish,19
ChrixMorgan,Tagalog (Filipino),7
ChrixMorgan,Italian,37
ChrixMorgan,Vietnamese,11
ChrixMorgan,Croatian,4
ChrixMorgan,Slovak,2
ChrixMorgan,Dutch,15
ChrixMorgan,German,12
ChrixMorgan,Norwegian,20
ChrixMorgan,Lithuanian,3
ChrixMorgan,Estonian,7
ChrixMorgan,Romanian,14
ChrixMorgan,Farsi (Persian),25
ChrixMorgan,Icelandic,12
ChrixMorgan,Danish,5
ChrixMorgan,Arabic,16
ChrixMorgan,Polish,10
ChrixMorgan,Uzbek,1
ChrixMorgan,French,4
ChrixMorgan,Latvian,4
ChrixMorgan,Malay,2
ChrixMorgan,Russian,1
ChrixMorgan,Finnish,4
ChrixMorgan,Albanian,5
ChrixMorgan,Catalan,3
ChrixMorgan,Swedish,2
ChrixMorgan,Turkish,4
ChrixMorgan,Czech,2
ChrixMorgan,Hungarian,1
ChrixMorgan,Somali,1
ChrixMorgan,LANGUAGE UNDEFINED,2
ChrnikaLeronica,Russian,912
ChrnikaLeronica,Ukrainian,53
ChrnikaLeronica,Macedonian,7
ChrnikaLeronica,Uzbek,15
ChrnikaLeronica,Serbian,19
ChrnikaLeronica,Bulgarian,8
ChrnikaLeronica,Turkish,1
ChrnikaLeronica,English,1
CiaraLoveve,English,39
CiaraLoveve,French,1
CiaraLoveve,Pushto,1
ciduquvn,English,8
CindyBobobob,English,78
CindyBobobob,Latvian,1
CindyBobobob,Romanian,1
CindyBobobob,Croatian,1
claarisRtr,English,944
claarisRtr,Spanish,2
claire_court_,English,16
claudia42kern,English,2634
claudia42kern,Spanish,4
claudia42kern,Somali,1
claudia42kern,Dutch,2
claudia42kern,Italian,5
claudia42kern,Arabic,2
claudia42kern,German,6
claudia42kern,Latvian,1
claudia42kern,Polish,1
claudia42kern,Romanian,5
claudia42kern,Vietnamese,3
claudia42kern,Norwegian,8
claudia42kern,French,3
claudia42kern,Tagalog (Filipino),1
claudia42kern,Icelandic,1
claudia42kern,Malay,2
claudia42kern,Croatian,2
claudia42kern,Swedish,3
claudia42kern,Farsi (Persian),1
claudia42kern,Catalan,2
claudia42kern,Albanian,2
claudia42kern,Finnish,2
claudia42kern,Estonian,1
Claudixx59,Spanish,2
ClayPaigeBoo,English,878
ClayPaigeBoo,Estonian,2
ClayPaigeBoo,Romanian,1
ClayPaigeBoo,Icelandic,1
ClayPaigeBoo,Czech,1
ClayPaigeBoo,Portuguese,2
ClayPaigeBoo,Arabic,1
ClayPaigeBoo,Spanish,1
clay_nels,English,19
CLghan,Ukrainian,28
CLghan,Russian,454
CLghan,Bulgarian,4
CLghan,Serbian,11
CLghan,English,3
CLghan,Macedonian,5
CLghan,Uzbek,3
CliftonHughes_,English,1226
CliftonHughes_,Bulgarian,69
CliftonHughes_,Spanish,2
CliftonHughes_,Hungarian,1
CliftonHughes_,Italian,3
CliftonHughes_,Arabic,2
CliftonHughes_,Catalan,1
CliftonHughes_,French,1
ClydeDaws0n,English,1436
ClydeDaws0n,Spanish,1
ClydeDaws0n,French,2
ClydeDaws0n,Norwegian,1
ClydeDaws0n,Pushto,4
ClydeDaws0n,Romanian,3
ClydeDaws0n,Uzbek,3
ClydeDaws0n,Italian,1
ClydeDaws0n,Farsi (Persian),1
ClydeDaws0n,Czech,1
cnkop777,Russian,11
codyrandal1,English,7
ColbyST1,English,256
ColbyST1,Croatian,1
coldplaysjohny,Russian,44
coldplaysjohny,Ukrainian,2
coldwar20_ru,Ukrainian,178
coldwar20_ru,Russian,2999
coldwar20_ru,Serbian,30
coldwar20_ru,Bulgarian,36
coldwar20_ru,Uzbek,35
coldwar20_ru,Macedonian,14
coldwar20_ru,Arabic,2
coldwar20_ru,English,43
coldwar20_ru,French,1
coldwar20_ru,LANGUAGE UNDEFINED,5
colinsneverland,English,540
colinsneverland,Romanian,1
colinsneverland,Norwegian,1
colinsneverland,Spanish,1
coljason94,LANGUAGE UNDEFINED,1
coljason94,English,7
Colleen_Frn,English,25
Colleen_Frn,Slovenian,1
Colly_Mick,English,86
Colly_Mick,Dutch,2
Colly_Mick,French,1
Colly_Mick,Finnish,1
comeandgetitaaw,English,97
comeandgetitaaw,Finnish,1
ComradZampolit,Russian,8587
ComradZampolit,Ukrainian,382
ComradZampolit,English,143
ComradZampolit,Uzbek,78
ComradZampolit,Bulgarian,69
ComradZampolit,Serbian,63
ComradZampolit,Macedonian,26
ComradZampolit,French,5
ComradZampolit,Arabic,2
ComradZampolit,Turkish,1
ComradZampolit,German,2
ComradZampolit,Japanese,6
ComradZampolit,Hebrew,1
ComradZampolit,LANGUAGE UNDEFINED,230
ComradZampolit,Spanish,1
consuelabrunaz1,English,32
cookiiieeessss,English,1378
cookiiieeessss,Estonian,1
cookiiieeessss,Catalan,2
cookiiieeessss,Arabic,3
cookiiieeessss,Japanese,1
cookiiieeessss,French,1
cookiiieeessss,Italian,2
cookiiieeessss,Kurdish,1
cookiiieeessss,Dutch,1
CooknCooks,English,4901
CooknCooks,Portuguese,7
CooknCooks,Vietnamese,1
CooknCooks,Dutch,14
CooknCooks,Hebrew,1
CooknCooks,French,41
CooknCooks,Norwegian,5
CooknCooks,Spanish,14
CooknCooks,Japanese,5
CooknCooks,Swedish,2
CooknCooks,Hindi,3
CooknCooks,Italian,7
CooknCooks,Pushto,2
CooknCooks,Romanian,1
CooknCooks,Catalan,3
CooknCooks,Turkish,2
CooknCooks,Slovenian,2
CooknCooks,Uzbek,1
CooknCooks,German,4
CooknCooks,Latvian,2
CooknCooks,Albanian,1
CooknCooks,Hungarian,1
CooknCooks,Somali,1
CooknCooks,Danish,1
CooknCooks,Czech,1
CooknCooks,Urdu,1
CooknCooks,Croatian,1
CooknCooks,Malay,1
CornellBurchet,English,3864
CornellBurchet,Norwegian,4
CornellBurchet,Spanish,9
CornellBurchet,Italian,5
CornellBurchet,French,31
CornellBurchet,Lithuanian,2
CornellBurchet,Icelandic,1
CornellBurchet,Polish,1
CornellBurchet,Portuguese,2
CornellBurchet,German,1
CornellBurchet,Romanian,2
CornellBurchet,Albanian,1
CornellBurchet,Swedish,1
CornellBurchet,Turkish,2
CornellBurchet,Arabic,6
CornellBurchet,Vietnamese,1
CornellBurchet,Farsi (Persian),3
CornellBurchet,Latvian,1
CornellBurchet,Hungarian,1
CornellBurchet,Pushto,1
CornellBurchet,Uzbek,1
CornellBurchet,Catalan,2
CornellBurchet,Hebrew,1
CornellBurchet,Tagalog (Filipino),1
CornellBurchet,Estonian,1
CornellJuliean2,English,6
CornerGloves,English,8
CornerGloves,Arabic,1
CoryNaeNae,English,835
CoryNaeNae,Italian,1
CoryNaeNae,Arabic,5
CoryNaeNae,French,2
CoryNaeNae,Portuguese,1
CovfefeNationUS,English,23463
CovfefeNationUS,Kurdish,3
CovfefeNationUS,Catalan,3
CovfefeNationUS,Polish,3
CovfefeNationUS,Vietnamese,5
CovfefeNationUS,Japanese,4
CovfefeNationUS,Italian,6
CovfefeNationUS,Hungarian,3
CovfefeNationUS,German,6
CovfefeNationUS,Spanish,11
CovfefeNationUS,Romanian,6
CovfefeNationUS,Finnish,2
CovfefeNationUS,Somali,1
CovfefeNationUS,Greek,1
CovfefeNationUS,Swedish,2
CovfefeNationUS,Norwegian,4
CovfefeNationUS,Farsi (Persian),3
CovfefeNationUS,Albanian,2
CovfefeNationUS,Czech,2
CovfefeNationUS,Russian,1
CovfefeNationUS,Croatian,3
CovfefeNationUS,Uzbek,1
CovfefeNationUS,Lithuanian,2
CovfefeNationUS,Icelandic,1
CovfefeNationUS,Hebrew,1
CovfefeNationUS,Estonian,2
CovfefeNationUS,Arabic,1
CovfefeNationUS,Turkish,1
CovfefeNationUS,Dutch,1
crazycretaceous,Russian,480
crazycretaceous,Uzbek,5
crazycretaceous,Ukrainian,28
crazycretaceous,Serbian,12
crazycretaceous,Macedonian,2
crazycretaceous,Bulgarian,9
creeepysmooth,Russian,31
creeepysmooth,Ukrainian,4
Crystal1Johnson,English,8054
Crystal1Johnson,Italian,2
Crystal1Johnson,Turkish,4
Crystal1Johnson,Czech,2
Crystal1Johnson,Tagalog (Filipino),1
Crystal1Johnson,Farsi (Persian),2
Crystal1Johnson,Estonian,1
Crystal1Johnson,Uzbek,1
Crystal1Johnson,Arabic,2
Crystal1Johnson,Norwegian,4
Crystal1Johnson,Vietnamese,2
Crystal1Johnson,Romanian,2
Crystal1Johnson,Swedish,1
Crystal1Johnson,Polish,1
Crystal1Johnson,Croatian,1
Crystal1Johnson,Albanian,1
Crystal_Johns0n,English,99
cthuno,English,6
cuckman2000,Russian,392
cuckman2000,Uzbek,6
cuckman2000,Serbian,6
cuckman2000,Ukrainian,35
cuckman2000,English,2
cuckman2000,Bulgarian,2
cuckman2000,Macedonian,1
CuneoDolores,English,30
CuneoDolores,Albanian,1
CurtisBigMan,English,4911
CurtisBigMan,Italian,11
CurtisBigMan,Tagalog (Filipino),3
CurtisBigMan,Urdu,1
CurtisBigMan,Norwegian,14
CurtisBigMan,Farsi (Persian),10
CurtisBigMan,Romanian,6
CurtisBigMan,Pushto,2
CurtisBigMan,Arabic,3
CurtisBigMan,Dutch,5
CurtisBigMan,Estonian,6
CurtisBigMan,Uzbek,3
CurtisBigMan,Turkish,2
CurtisBigMan,Croatian,4
CurtisBigMan,Slovak,3
CurtisBigMan,German,6
CurtisBigMan,French,2
CurtisBigMan,Latvian,3
CurtisBigMan,Japanese,2
CurtisBigMan,Albanian,1
CurtisBigMan,Finnish,4
CurtisBigMan,Czech,2
CurtisBigMan,Icelandic,2
CurtisBigMan,Indonesian,1
CurtisBigMan,Spanish,5
CurtisBigMan,Somali,3
CurtisBigMan,Vietnamese,3
CurtisBigMan,Lithuanian,2
CurtisBigMan,Hungarian,1
CusMax,Russian,33
CusMax,Ukrainian,1
customernumba1,Russian,50
customernumba1,Ukrainian,3
cyberKuzia,Russian,455
cyberKuzia,Uzbek,5
cyberKuzia,Bulgarian,10
cyberKuzia,Ukrainian,33
cyberKuzia,Serbian,2
cyberKuzia,Macedonian,3
cyberKuzia,English,2
cychevmark,Russian,25
cychevmark,Japanese,2
CynthiaMHunter,English,3924
CynthiaMHunter,Russian,1
CynthiaMHunter,Vietnamese,1
CynthiaMHunter,Albanian,1
CynthiaMHunter,Italian,6
CynthiaMHunter,Arabic,2
CynthiaMHunter,Norwegian,3
CynthiaMHunter,Portuguese,1
CynthiaMHunter,Romanian,1
CynthiaMHunter,French,2
CynthiaMHunter,Simplified Chinese,1
CynthiaMHunter,Pushto,2
CynthiaMHunter,German,1
CynthiaMHunter,Spanish,1
CynthiaMHunter,Japanese,2
CynthiaMHunter,Greek,1
CynthiaMHunter,Swedish,1
CynthiaMHunter,Icelandic,1
CynthiaMHunter,Ukrainian,1
CynthiaMHunter,Uzbek,1
CynthiaMHunter,Catalan,1
CyrusWorley,English,70
Czar_The_One,Russian,34
Czar_The_One,Ukrainian,1
Czar_The_One,Uzbek,1
Czar_The_One,Bulgarian,1
c__wells,English,1371
c__wells,Somali,1
c__wells,Romanian,1
c__wells,Italian,4
c__wells,French,1
c__wells,LANGUAGE UNDEFINED,5
c__wells,Arabic,2
c__wells,Spanish,6
c__wells,Dutch,2
c__wells,German,1
c__wells,Finnish,1
c__wells,Uzbek,1
c__wells,Hungarian,1
c__wells,Czech,1
daddilazarus,English,47
daerokiba,Russian,474
daerokiba,Ukrainian,30
daerokiba,Bulgarian,7
daerokiba,Serbian,4
daerokiba,Uzbek,7
daerokiba,Macedonian,3
daerokiba,English,2
DaileyJadon,English,3563
DaileyJadon,Norwegian,7
DaileyJadon,Italian,5
DaileyJadon,Icelandic,1
DaileyJadon,Romanian,7
DaileyJadon,Spanish,7
DaileyJadon,Somali,2
DaileyJadon,Czech,1
DaileyJadon,Albanian,3
DaileyJadon,Vietnamese,2
DaileyJadon,Lithuanian,1
DaileyJadon,Arabic,6
DaileyJadon,Dutch,3
DaileyJadon,Finnish,3
DaileyJadon,German,3
DaileyJadon,Latvian,1
DaileyJadon,French,2
DaileyJadon,Swedish,2
DaileyJadon,Estonian,2
DaileyJadon,Hungarian,1
DaileyJadon,Pushto,1
DaileyJadon,Polish,1
DaileyJadon,Farsi (Persian),1
DaileyJadon,Kurdish,1
DailyLosAngeles,English,14144
DailyLosAngeles,Spanish,7
DailyLosAngeles,French,1
DailyLosAngeles,Norwegian,1
DailyLosAngeles,Farsi (Persian),1
DailyLosAngeles,Vietnamese,1
DailyLosAngeles,Italian,1
DailyNewsDenver,English,3196
DailyNewsDenver,German,1
DailyNewsDenver,Farsi (Persian),1
DailyNewsDenver,Italian,2
DailyNewsDenver,Spanish,1
DailySanDiego,English,14392
DailySanDiego,Italian,4
DailySanDiego,French,1
DailySanDiego,Romanian,2
DailySanDiego,Spanish,13
DailySanDiego,Kurdish,1
DailySanDiego,Farsi (Persian),1
DailySanFran,English,28042
DailySanFran,German,2
DailySanFran,Spanish,7
DailySanFran,Italian,3
DailySanFran,Romanian,4
DailySanFran,Norwegian,4
DailySanFran,French,3
DailySanFran,Estonian,1
DailySanFran,Arabic,1
DailySanFran,Polish,1
DailySanFran,Malay,1
DailySanFran,Uzbek,3
DailySanFran,Catalan,1
DailySanFran,Vietnamese,1
DailySanFran,Somali,1
DailySanFran,Icelandic,1
DailySanJose,English,11741
DailySanJose,Spanish,10
DailySanJose,Russian,1
DailySanJose,Norwegian,3
DailySanJose,Italian,5
DailySanJose,Romanian,5
DailySanJose,German,1
DailySanJose,Albanian,3
DailySanJose,Farsi (Persian),1
DailySanJose,Catalan,4
DailySanJose,Estonian,1
DailySanJose,Lithuanian,5
DailySanJose,Vietnamese,1
DailySanJose,Swedish,1
DailySanJose,French,2
DaliKwesha,English,76
DaliKwesha,Icelandic,1
dallas4cops,English,2
DallasTopNews,English,10072
DallasTopNews,German,1
DallasTopNews,French,3
DallasTopNews,Estonian,2
DallasTopNews,Italian,3
DallasTopNews,Catalan,1
DallasTopNews,Spanish,3
DallasTopNews,Somali,7
DaltonWood14,English,250
DaltonWood14,Italian,1
DaltonWood14,Romanian,1
Dam0nSpencer,English,59
DamaniMiles,English,1653
DamaniMiles,Arabic,5
DamaniMiles,French,3
DamaniMiles,Spanish,2
DamaniMiles,Hungarian,1
DamaniMiles,Norwegian,1
DamaniMiles,Vietnamese,7
DamaniMiles,Portuguese,1
DamaniMiles,Catalan,1
DamaniMiles,Italian,4
DamaniMiles,Estonian,3
DanaGeezus,English,12565
DanaGeezus,Romanian,20
DanaGeezus,Latvian,7
DanaGeezus,Spanish,14
DanaGeezus,Tagalog (Filipino),9
DanaGeezus,Italian,40
DanaGeezus,Swedish,6
DanaGeezus,Dutch,10
DanaGeezus,Uzbek,4
DanaGeezus,Norwegian,29
DanaGeezus,Estonian,17
DanaGeezus,German,6
DanaGeezus,Farsi (Persian),27
DanaGeezus,Kurdish,2
DanaGeezus,Catalan,5
DanaGeezus,Arabic,5
DanaGeezus,Vietnamese,9
DanaGeezus,French,8
DanaGeezus,Croatian,11
DanaGeezus,Icelandic,6
DanaGeezus,Japanese,1
DanaGeezus,Albanian,3
DanaGeezus,Pushto,9
DanaGeezus,Czech,4
DanaGeezus,Finnish,3
DanaGeezus,Danish,2
DanaGeezus,Slovak,6
DanaGeezus,Lithuanian,5
DanaGeezus,Korean,1
DanaGeezus,Malay,1
DanaGeezus,Hungarian,2
DanaGeezus,Polish,1
DanaGeezus,LANGUAGE UNDEFINED,3
DanaIvanch,Russian,410
DanaIvanch,Ukrainian,27
DanaIvanch,Uzbek,8
DanaIvanch,Macedonian,3
DanaIvanch,Bulgarian,5
DanaIvanch,Serbian,5
DanaIvanch,English,1
DanaKatalimova,Russian,27
DanaKatalimova,Serbian,1
DanaKatalimova,Bulgarian,1
DanaKatalimova,Ukrainian,1
DanaKatalimova,Uzbek,1
Dana_Garner_Me,English,59
Dana_Garner_Me,Romanian,1
Dana_Garner_Me,Tagalog (Filipino),1
danbr00ks,English,70
danbr00ks,Arabic,1
danbr00ks,Italian,1
DanielleTawn,English,18
Danie_LLe_H,English,14
daniilaleksand6,Russian,28
daniilaleksand6,Ukrainian,2
daniilaleksand6,English,1
danisstrs,English,6205
danisstrs,Arabic,2
danisstrs,Spanish,7
danisstrs,Italian,2
danisstrs,Catalan,1
danisstrs,Vietnamese,2
danisstrs,Turkish,1
danisstrs,Norwegian,1
danisstrs,Estonian,1
DanniilsT,English,3
DannyMaslov,Russian,645
DannyMaslov,Ukrainian,38
DannyMaslov,English,63
DannyMaslov,Serbian,7
DannyMaslov,Uzbek,8
DannyMaslov,Bulgarian,9
DannyMaslov,Macedonian,3
DannyMaslov,German,1
DannyMaslov,Spanish,1
DannyMaslov,French,1
DannyMaslov,Croatian,1
dannythehappies,Lithuanian,1
dannythehappies,English,2655
dannythehappies,Farsi (Persian),7
dannythehappies,Somali,3
dannythehappies,Arabic,7
dannythehappies,Spanish,4
dannythehappies,Italian,7
dannythehappies,German,3
dannythehappies,Estonian,2
dannythehappies,Dutch,1
dannythehappies,Norwegian,7
dannythehappies,Catalan,2
dannythehappies,Finnish,1
dannythehappies,Tagalog (Filipino),1
dannythehappies,Romanian,1
dannythehappies,Albanian,1
dannythehappies,Croatian,2
dannythehappies,Swedish,1
Danny_Turner_1,English,672
Danny_Turner_1,Dutch,2
Danny_Turner_1,Pushto,4
Danny_Turner_1,Spanish,1
Danny_Turner_1,Estonian,1
Danny_Turner_1,Icelandic,2
Danny_Turner_1,Romanian,1
Danny_Turner_1,Indonesian,1
Danny_Turner_1,Finnish,1
Dante_Fish,English,12
DanyBorisov,Russian,389
DanyBorisov,Uzbek,7
DanyBorisov,Bulgarian,29
DanyBorisov,Ukrainian,23
DanyBorisov,Macedonian,5
